name,country,birth_date,discipline,age,gender,height_in_m,height_in_feet,birth_place,birth_country,residence_place,residence_country,event_name,event_rank,event_medal
McDOWELL Kevin,United States of America,1 Aug 1992,Triathlon,29,Male,1.83,6'0'',"PARK RIDGE, IL",United States of America,"COLORADO SPRINGS, CO",United States of America,Men's Individual,6,NA
McDOWELL Kevin,United States of America,1 Aug 1992,Triathlon,29,Male,1.83,6'0'',"PARK RIDGE, IL",United States of America,"COLORADO SPRINGS, CO",United States of America,Mixed Relay,2,Silver
McEVOY Cameron,Australia,13 May 1994,Swimming,27,Male,NA,NA,"BENOWA, QLD",Australia,,,Men's 50m Freestyle,,NA
McEVOY Cameron,Australia,13 May 1994,Swimming,27,Male,NA,NA,"BENOWA, QLD",Australia,,,Men's 100m Freestyle,,NA
McEVOY Cameron,Australia,13 May 1994,Swimming,27,Male,NA,NA,"BENOWA, QLD",Australia,,,Men's 4 x 100m Freestyle Relay,3,Bronze
McEWEN Shelby,United States of America,6 Apr 1996,Athletics,25,Male,NA,NA,,,"LOUISVILLE, KY",United States of America,Men's High Jump,12,NA
McEWEN Tom,Great Britain,10 May 1991,Equestrian,30,Male,NA,NA,,,LONDON,Great Britain,Eventing Team,1,Gold
McEWEN Tom,Great Britain,10 May 1991,Equestrian,30,Male,NA,NA,,,LONDON,Great Britain,Eventing Individual,2,Silver
McFARLAND Max,Great Britain,13 Jul 1993,Rugby Sevens,28,Male,1.75,5'8'',LONDON,Great Britain,IRELAND,,Men,4,NA
McFERRAN Ayeisha,Ireland,10 Jan 1996,Hockey,25,Female,1.68,5'6'',,,UTRECHT,Netherlands,Women,10,NA
McGARVEY-BLACK Ngarohi,New Zealand,20 May 1996,Rugby Sevens,25,Male,1.86,6'1'',,,ROTORUA,New Zealand,Men,2,Silver
McGEE Cory Ann,United States of America,29 May 1992,Athletics,29,Female,NA,NA,,,"PASS CHRISTIAN, MS",United States of America,Women's 1500m,12,NA
MCGEE Javale,United States of America,19 Jan 1988,Basketball,33,Male,2.13,6'11'',"FLINT, MI",United States of America,,,Men,1,Gold
McGLYNN Michael,South Africa,1 Feb 2000,Marathon Swimming,21,Male,NA,NA,,,DURBAN,South Africa,Men's 10km,8,NA
McGONAGLE Leilani,Costa Rica,14 Nov 1999,Surfing,21,Female,NA,NA,,Costa Rica,COSTA RICA,,Women,17,NA
McGOUGH Scott,United States of America,31 Oct 1989,Baseball/Softball,31,Male,1.80,5'10'',"PITTSBURGH, PA",United States of America,TOKYO,Japan,Baseball,2,Silver
McGRAIL Peter,Great Britain,31 May 1996,Boxing,25,Male,1.69,5'6'',LIVERPOOL,Great Britain,LIVERPOOL,Great Britain,Men's Feather (52-57kg),17,NA
McGREE Riley,Australia,2 Nov 1998,Football,22,Male,1.78,5'10'',"GAWLER, SA",Australia,BIRMINGHAM,Great Britain,Men,12,NA
McGREGOR Roneisha,Jamaica,9 Oct 1997,Athletics,23,Female,NA,NA,,,,,Women's 400m,,NA
McGREGOR Roneisha,Jamaica,9 Oct 1997,Athletics,23,Female,NA,NA,,,,,Women's 4 x 400m Relay,3,Bronze
McHUGH Christopher,Australia,31 Aug 1989,Beach Volleyball,31,Male,1.97,6'5'',,,"ADELAIDE, SA",Australia,Men,19,NA
McILROY Rory,Ireland,4 May 1989,Golf,32,Male,NA,NA,HOLYWOOD,Great Britain,"JUPITER, FL",United States of America,Men's Individual Stroke Play,4,NA
McINTOSH Hayley,New Zealand,12 Apr 1999,Swimming,22,Female,1.78,5'10'',WHANGAREI,New Zealand,NEW ZEALAND,,Women's 1500m Freestyle,,NA
McINTOSH Seonaid,Great Britain,15 Mar 1996,Shooting,25,Female,1.73,5'8'',EDINBURGH,Great Britain,EDINBURGH,Great Britain,10m Air Rifle Women,12,NA
McINTOSH Seonaid,Great Britain,15 Mar 1996,Shooting,25,Female,1.73,5'8'',EDINBURGH,Great Britain,EDINBURGH,Great Britain,50m Rifle 3 Positions Women,14,NA
McINTOSH Summer,Canada,18 Aug 2006,Swimming,14,Female,NA,NA,"TORONTO, ON",Canada,,,Women's 200m Freestyle,,NA
McINTOSH Summer,Canada,18 Aug 2006,Swimming,14,Female,NA,NA,"TORONTO, ON",Canada,,,Women's 400m Freestyle,4,NA
McINTOSH Summer,Canada,18 Aug 2006,Swimming,14,Female,NA,NA,"TORONTO, ON",Canada,,,Women's 800m Freestyle,,NA
McINTOSH Summer,Canada,18 Aug 2006,Swimming,14,Female,NA,NA,"TORONTO, ON",Canada,,,Women's 4 x 200m Freestyle Relay,4,NA
McINTYRE Annabelle,Australia,12 Sep 1996,Rowing,24,Female,1.79,5'10'',,,,,Women's Pair,7,NA
McINTYRE Annabelle,Australia,12 Sep 1996,Rowing,24,Female,1.79,5'10'',,,,,Women's Four,1,Gold
McINTYRE Eilidh,Great Britain,4 Jun 1994,Sailing,27,Female,1.83,6'0'',WINCHESTER,Great Britain,PORTSMOUTH,Great Britain,Women's Two Person Dinghy - 470,1,Gold
McKAY Caeli,Canada,25 Jun 1999,Diving,22,Female,1.60,5'2'',"CALGARY, AB",Canada,"MONTREAL, QC",Canada,Women's Synchronised 10m Platform,4,NA
McKEE Anton,Iceland,18 Dec 1993,Swimming,27,Male,NA,NA,REYKJAVIK,Iceland,"BLACKSBURG, VA",United States of America,Men's 200m Breaststroke,,NA
McKEE Kelly,Canada,16 Jun 1992,Water Polo,29,Female,1.72,5'7'',"CALGARY, AB",Canada,"CALGARY, AB",Canada,Women,7,NA
McKELLAR Rowan,Great Britain,24 May 1994,Rowing,27,Female,1.83,6'0'',,Great Britain,,,Women's Four,4,NA
McKELVEY Hayley,Canada,11 Mar 1996,Water Polo,25,Female,1.80,5'10'',"DELTA, BC",Canada,CANADA,,Women,7,NA
McKENZIE Ashley,Great Britain,17 Jul 1989,Judo,32,Male,NA,NA,LONDON,Great Britain,LONDON,Great Britain,Men -60 kg,17,NA
McKEON Emma,Australia,24 May 1994,Swimming,27,Female,NA,NA,"WOLLONGONG, NSW",Australia,"BRISBANE, QLD",Australia,Women's 50m Freestyle,1,Gold
McKEON Emma,Australia,24 May 1994,Swimming,27,Female,NA,NA,"WOLLONGONG, NSW",Australia,"BRISBANE, QLD",Australia,Women's 100m Freestyle,1,Gold
McKEON Emma,Australia,24 May 1994,Swimming,27,Female,NA,NA,"WOLLONGONG, NSW",Australia,"BRISBANE, QLD",Australia,Women's 100m Butterfly,3,Bronze
McKEON Emma,Australia,24 May 1994,Swimming,27,Female,NA,NA,"WOLLONGONG, NSW",Australia,"BRISBANE, QLD",Australia,Women's 4 x 100m Freestyle Relay,1,Gold
McKEON Emma,Australia,24 May 1994,Swimming,27,Female,NA,NA,"WOLLONGONG, NSW",Australia,"BRISBANE, QLD",Australia,Women's 4 x 200m Freestyle Relay,3,Bronze
McKEON Emma,Australia,24 May 1994,Swimming,27,Female,NA,NA,"WOLLONGONG, NSW",Australia,"BRISBANE, QLD",Australia,Women's 4 x 100m Medley Relay,1,Gold
McKEON Emma,Australia,24 May 1994,Swimming,27,Female,NA,NA,"WOLLONGONG, NSW",Australia,"BRISBANE, QLD",Australia,Mixed 4 x 100m Medley Relay,3,Bronze
McKEOWN Kaylee,Australia,12 Jul 2001,Swimming,20,Female,NA,NA,"REDCLIFFE, QLD",Australia,"BRISBANE, QLD",Australia,Women's 100m Backstroke,1,Gold
McKEOWN Kaylee,Australia,12 Jul 2001,Swimming,20,Female,NA,NA,"REDCLIFFE, QLD",Australia,"BRISBANE, QLD",Australia,Women's 200m Backstroke,1,Gold
McKEOWN Kaylee,Australia,12 Jul 2001,Swimming,20,Female,NA,NA,"REDCLIFFE, QLD",Australia,"BRISBANE, QLD",Australia,Women's 4 x 100m Medley Relay,1,Gold
McKEOWN Kaylee,Australia,12 Jul 2001,Swimming,20,Female,NA,NA,"REDCLIFFE, QLD",Australia,"BRISBANE, QLD",Australia,Mixed 4 x 100m Medley Relay,3,Bronze
McKINNA Sophie,Great Britain,31 Aug 1994,Athletics,26,Female,NA,NA,STAMFORD,Great Britain,GREAT YARMOUTH,Great Britain,Women's Shot Put,,NA
McKNIGHT Sparkle,Trinidad and Tobago,21 Dec 1991,Athletics,29,Female,NA,NA,PORT OF SPAIN,Trinidad and Tobago,"FAYETTEVILLE, AR",United States of America,Women's 400m Hurdles,,NA
McLACHLAN Ben,Japan,10 May 1992,Tennis,29,Male,1.87,6'1'',QUEENSTOWN,New Zealand,,,Men's Doubles,5,NA
McLACHLAN Ben,Japan,10 May 1992,Tennis,29,Male,1.87,6'1'',QUEENSTOWN,New Zealand,,,Mixed Doubles,5,NA
McLAUGHLIN Sydney,United States of America,7 Aug 1999,Athletics,22,Female,NA,NA,,,"LOS ANGELES, CA",United States of America,Women's 400m Hurdles,1,Gold
McLAUGHLIN Sydney,United States of America,7 Aug 1999,Athletics,22,Female,NA,NA,,,"LOS ANGELES, CA",United States of America,Women's 4 x 400m Relay,1,Gold
McLEOD Candice,Jamaica,15 Nov 1996,Athletics,24,Female,NA,NA,,,,,Women's 400m,5,NA
McLEOD Candice,Jamaica,15 Nov 1996,Athletics,24,Female,NA,NA,,,,,Women's 4 x 400m Relay,3,Bronze
McLEOD Carey,Jamaica,14 Apr 1998,Athletics,23,Male,NA,NA,,,,,Men's Long Jump,,NA
McLEOD Carey,Jamaica,14 Apr 1998,Athletics,23,Male,NA,NA,,,,,Men's Triple Jump,,NA
McLEOD Erin,Canada,26 Feb 1983,Football,38,Female,1.74,5'8'',,,,,Women,1,Gold
McLOUGHLIN Hannah,Ireland,2 Dec 1999,Hockey,21,Female,1.76,5'9'',,,DUBLIN,Ireland,Women,10,NA
McLOUGHLIN Jack,Australia,1 Feb 1995,Swimming,26,Male,NA,NA,"BRISBANE, QLD",Australia,"BRISBANE, QLD",Australia,Men's 400m Freestyle,2,Silver
McLOUGHLIN Jack,Australia,1 Feb 1995,Swimming,26,Male,NA,NA,"BRISBANE, QLD",Australia,"BRISBANE, QLD",Australia,Men's 800m Freestyle,5,NA
McLOUGHLIN Jack,Australia,1 Feb 1995,Swimming,26,Male,NA,NA,"BRISBANE, QLD",Australia,"BRISBANE, QLD",Australia,Men's 1500m Freestyle,,NA
McMANUS Stacey,Australia,12 Apr 1989,Baseball/Softball,32,Female,NA,NA,"SYDNEY, NSW",Australia,"SYDNEY, NSW",Australia,Softball,5,NA
McMASTER Kyron,"Virgin Islands, British",3 Jan 1997,Athletics,24,Male,NA,NA,ROAD TOWN,"Virgin Islands, British",,,Men's 400m Hurdles,4,NA
McMURTRY Caragh,Great Britain,22 Aug 1991,Rowing,29,Female,1.75,5'8'',SOUTHAMPTON,Great Britain,WALLINGFORD,Great Britain,Women's Eight,7,NA
McNAB Kevin,Australia,21 Feb 1978,Equestrian,43,Male,NA,NA,"CAIRNS, QLD",Australia,GODALMING,Great Britain,Eventing Team,2,Silver
McNAB Kevin,Australia,21 Feb 1978,Equestrian,43,Male,NA,NA,"CAIRNS, QLD",Australia,GODALMING,Great Britain,Eventing Individual,14,NA
McNAY Stuart,United States of America,1 Aug 1981,Sailing,40,Male,1.70,5'6'',"BOSTON, MA",United States of America,"PROVIDENCE, RI",United States of America,Men's Two Person Dinghy - 470,9,NA
McNEILL David,Australia,6 Oct 1986,Athletics,34,Male,NA,NA,"MELBOURNE, VIC",Australia,"MELBOURNE, VIC",Australia,Men's 5000m,,NA
McNULTY Brandon,United States of America,2 Apr 1998,Cycling Road,23,Male,1.85,6'0'',"PHOENIX, AZ",United States of America,,,Men's Road Race,6,NA
McNULTY Brandon,United States of America,2 Apr 1998,Cycling Road,23,Male,1.85,6'0'',"PHOENIX, AZ",United States of America,,,Men's Individual Time Trial,24,NA
McNULTY Harry,Ireland,5 Mar 1993,Rugby Sevens,28,Male,1.88,6'2'',MANAMA,Bahrain,DUBLIN,Ireland,Men,10,NA
McPHERSON Paige,United States of America,1 Oct 1990,Taekwondo,30,Female,1.73,5'8'',"ABILENE, TX",United States of America,"MIAMI, FL",United States of America,Women -67kg,5,NA
McPHERSON Stephenie Ann,Jamaica,25 Nov 1988,Athletics,32,Female,NA,NA,GEORGES PLAIN,Jamaica,JAMAICA,,Women's 400m,4,NA
McPHERSON Stephenie Ann,Jamaica,25 Nov 1988,Athletics,32,Female,NA,NA,GEORGES PLAIN,Jamaica,JAMAICA,,Women's 4 x 400m Relay,3,NA
McQUILLIN Taylor,Mexico,17 Oct 1996,Baseball/Softball,24,Female,NA,NA,"LONG BEACH, CA",United States of America,,,Softball,4,NA
McSWEYN Stewart,Australia,1 Jun 1995,Athletics,26,Male,NA,NA,"LAUNCESTON, TAS",Australia,,,Men's 1500m,7,NA
McTAGGART Cameron David,New Zealand,30 Sep 1997,Weightlifting,23,Male,NA,NA,"SOUTHPORT, QLD",Australia,AUCKLAND,New Zealand,Men's 81kg,11,NA
McTAVISH Simon,Canada,19 Jul 1996,Canoe Sprint,25,Male,1.87,6'1'',,,,,Men's Kayak Single 1000m,20,NA
McTAVISH Simon,Canada,19 Jul 1996,Canoe Sprint,25,Male,1.87,6'1'',,,,,Men's Kayak Four 500m,10,NA
MD OKTAVIANTI,Indonesia,26 Oct 1994,Badminton,26,Female,NA,NA,SERANG,Indonesia,SERANG,Indonesia,Mixed Doubles,5,NA
MEAD Nicholas,United States of America,12 Mar 1995,Rowing,26,Male,1.98,6'5'',,,"SAN FRANCISCO, CA",United States of America,Men's Eight,4,NA
MEADOW Stephanie,Ireland,20 Jan 1992,Golf,29,Female,NA,NA,JORDANSTOWN,Great Britain,"HILTON HEAD ISLAND, SC",United States of America,Women's Individual Stroke Play,7,NA
MEAURI Judith,Papua New Guinea,5 Apr 1992,Swimming,29,Female,NA,NA,PORT MORESBY,Papua New Guinea,,,Women's 50m Freestyle,,NA
MEBARKI Meriem,Algeria,22 Jun 2003,Fencing,18,Female,NA,NA,,,,,Women's Foil Individual,33,NA
MECHAAL Adel,Spain,5 Dec 1990,Athletics,30,Male,NA,NA,EL JEBHA,Morocco,ISTANBUL,Turkey,Men's 1500m,5,NA
MECHIELSEN Drew,Canada,19 Aug 1997,Cycling BMX Racing,23,Female,1.52,4'11'',"SURREY, BC",Canada,"LANGLEY, BC",Canada,Women,8,NA
MECHNIG Lara,Liechtenstein,25 Feb 2000,Artistic Swimming,21,Female,1.68,5'6'',,,SCHAAN,Liechtenstein,Duet,17,NA
MEDEIROS Etiene,Brazil,24 May 1991,Swimming,30,Female,NA,NA,RECIFE,Brazil,SAO PAULO,Brazil,Women's 50m Freestyle,,NA
MEDEIROS Etiene,Brazil,24 May 1991,Swimming,30,Female,NA,NA,RECIFE,Brazil,SAO PAULO,Brazil,Women's 4 x 100m Freestyle Relay,,NA
MEDER Rebecca,South Africa,31 Jul 2002,Swimming,19,Female,NA,NA,CAPE TOWN,South Africa,DURBAN,South Africa,Women's 200m Individual Medley,,NA
MEDER Rebecca,South Africa,31 Jul 2002,Swimming,19,Female,NA,NA,CAPE TOWN,South Africa,DURBAN,South Africa,Women's 4 x 200m Freestyle Relay,,NA
MEDET KYZY Aiperi,Kyrgyzstan,30 Mar 1999,Wrestling,22,Female,NA,NA,,,,,Women's Freestyle 76kg,5,NA
MEDINA Facundo,Argentina,28 May 1999,Football,22,Male,1.77,5'9'',BUENOS AIRES,Argentina,VILLA FIORITO,Argentina,Men,10,NA
MEDINA Gabriel,Brazil,22 Dec 1993,Surfing,27,Male,NA,NA,,,SAO SEBASTIAO,Brazil,Men,4,NA
MEDINA VENTURA Anabel,Dominican Republic,15 Dec 1996,Athletics,24,Female,NA,NA,,,,,4 x 400m Relay Mixed,2,Silver
MEDRADO Deborah,Brazil,13 Jul 2002,Rhythmic Gymnastics,19,Female,1.65,5'4'',SERRA,Brazil,ARACAJU,Brazil,Group All-Around,,NA
MEDVECZKY Erika,Hungary,19 Jun 1988,Canoe Sprint,33,Female,1.69,5'6'',,,,,Women's Kayak Double 500m,4,NA
MEDVEDEV Daniil,ROC,11 Feb 1996,Tennis,25,Male,1.98,6'5'',MOSCOW,Russian Federation,MONTE CARLO,Monaco,Men's Singles,5,NA
MEDVEDEV Daniil,ROC,11 Feb 1996,Tennis,25,Male,1.98,6'5'',MOSCOW,Russian Federation,MONTE CARLO,Monaco,Men's Doubles,17,NA
MEDVEDEV Yevgeniy,Kazakhstan,9 Aug 1985,Water Polo,35,Male,NA,NA,POTSDAM,Germany,ALMATY,Kazakhstan,Men,11,NA
MEECH Daniel,New Zealand,19 Nov 1973,Equestrian,47,Male,NA,NA,HASTINGS,New Zealand,GERMANY,,Jumping Team,,NA
MEECH Daniel,New Zealand,19 Nov 1973,Equestrian,47,Male,NA,NA,HASTINGS,New Zealand,GERMANY,,Jumping Individual,",EL",NA
MEECH Molly,New Zealand,31 Mar 1993,Sailing,28,Female,NA,NA,TAURANGA,New Zealand,NEW ZEALAND,,Women's Skiff - 49er FX,12,NA
MEECH Sam,New Zealand,4 Apr 1991,Sailing,30,Male,NA,NA,PORTSMOUTH,Great Britain,AUCKLAND,New Zealand,Men's One Person Dinghy - Laser,10,NA
MEECHAM Chloe,South Africa,16 Feb 1999,Water Polo,22,Female,NA,NA,,,,,Women,10,NA
MEESSEMAN Emma,Belgium,13 May 1993,Basketball,28,Female,1.93,6'3'',IEPER,Belgium,"WASHINGTON, DC",United States of America,Women,7,NA
MEESTER Veronique,Netherlands,7 Apr 1995,Rowing,26,Female,NA,NA,,,AMSTERDAM,Netherlands,Women's Four,2,Silver
MEEUWSEN Robert,Netherlands,21 Mar 1988,Beach Volleyball,33,Male,2.06,6'9'',NIEUWEGEIN,Netherlands,THE HAGUE,Netherlands,Men,9,NA
MEFFORD Bryce,United States of America,3 Oct 1998,Swimming,22,Male,NA,NA,,,,,Men's 200m Backstroke,4,NA
MEGENS Maud,Netherlands,6 Feb 1996,Water Polo,25,Female,NA,NA,,,"LOS ANGELES, CA",United States of America,Women,6,NA
MEGLI Filippo,Italy,10 May 1997,Swimming,24,Male,NA,NA,FLORENCE,Italy,SAN CASCIANO IN VAL DI PESA,Italy,Men's 4 x 200m Freestyle Relay,5,NA
MEGOS Alexander,Germany,12 Aug 1993,Sport Climbing,27,Male,1.75,5'8'',,,,,Men's Combined,9,NA
MEHDIYEV Mammadali,Azerbaijan,9 Apr 1993,Judo,28,Male,NA,NA,BAKU,Azerbaijan,BAKU,Azerbaijan,Men -90 kg,9,NA
MEHELBA Abdel Aziz,Egypt,10 Dec 1988,Shooting,32,Male,NA,NA,ALEXANDRIA,Egypt,,,Trap Men,16,NA
MEHELBA Abdel Aziz,Egypt,10 Dec 1988,Shooting,32,Male,NA,NA,ALEXANDRIA,Egypt,,,Trap Mixed Team,16,NA
MEHELBA Azmy,Egypt,26 Mar 1991,Shooting,30,Male,NA,NA,ALEXANDRIA,Egypt,ALEXANDRIA,Egypt,Skeet Men,19,NA
MEHMEDOVIC Majda,Montenegro,25 May 1990,Handball,31,Female,1.69,5'6'',BAR,Montenegro,PODGORICA,Montenegro,Women,6,NA
MEI Xiaohan,People's Republic of China,11 Nov 1996,Water Polo,24,Female,1.81,5'11'',,People's Republic of China,TIANJIN,People's Republic of China,Women,8,NA
MEIER Christoph,Liechtenstein,3 Jan 1993,Swimming,28,Male,NA,NA,,Liechtenstein,ZURICH,Switzerland,Men's 200m Individual Medley,,NA
MEIER Christoph,Liechtenstein,3 Jan 1993,Swimming,28,Male,NA,NA,,Liechtenstein,ZURICH,Switzerland,Men's 400m Individual Medley,,NA
MEIJER Michaela,Sweden,30 Jul 1993,Athletics,28,Female,NA,NA,GOTHENBURG,Sweden,,,Women's Pole Vault,,NA
MEIN Derrick Scott,United States of America,26 Aug 1985,Shooting,35,Male,1.80,5'10'',,,"PAOLA, KS",United States of America,Trap Men,24,NA
MEIN Derrick Scott,United States of America,26 Aug 1985,Shooting,35,Male,1.80,5'10'',,,"PAOLA, KS",United States of America,Trap Mixed Team,13,NA
MEINHARDT Gerek,United States of America,27 Jul 1990,Fencing,31,Male,NA,NA,"SAN FRANCISCO, CA",United States of America,"LEXINGTON, KY",United States of America,Men's Foil Individual,17,NA
MEINHARDT Gerek,United States of America,27 Jul 1990,Fencing,31,Male,NA,NA,"SAN FRANCISCO, CA",United States of America,"LEXINGTON, KY",United States of America,Men's Foil Team,3,Bronze
MEJIA Erick,Dominican Republic,9 Nov 1994,Baseball/Softball,26,Male,1.80,5'10'',,Dominican Republic,,,Baseball,3,Bronze
MEJIAS ZANETTI Candela,Spain,27 Jan 1997,Hockey,24,Female,1.71,5'7'',,Spain,,,Women,7,NA
MEKTIC Nikola,Croatia,24 Dec 1988,Tennis,32,Male,1.82,5'11'',ZAGREB,Croatia,ZAGREB,Croatia,Men's Doubles,1,Gold
MELADINIS Odyssefs,Greece,5 Apr 1990,Swimming,31,Male,NA,NA,,,,,Men's 4 x 100m Freestyle Relay,,NA
MELAK Nibret,Ethiopia,9 Oct 1999,Athletics,21,Male,NA,NA,,,,,Men's 5000m,,NA
MELANTEV Viktor,ROC,2 Jun 1986,Canoe Sprint,35,Male,1.95,6'4'',BRYUKHOVETSKAYA,Russian Federation,KRASNODAR,Russian Federation,Men's Canoe Single 1000m,19,NA
MELANTEV Viktor,ROC,2 Jun 1986,Canoe Sprint,35,Male,1.95,6'4'',BRYUKHOVETSKAYA,Russian Federation,KRASNODAR,Russian Federation,Men's Canoe Double 1000m,9,NA
MELENDEZ Carlos,Honduras,8 Dec 1997,Football,23,Male,1.87,6'1'',LA CEIBA,Honduras,,,Men,14,NA
MELENDEZ Cristopher,Honduras,25 Nov 1997,Football,23,Male,1.80,5'10'',,,,,Men,14,NA
MELENDEZ Tayra,Puerto Rico,29 Oct 1993,Basketball,27,Female,1.70,5'6'',,,,,Women,12,NA
MELESHCHUK Yeva,Ukraine,29 Sep 2001,Rhythmic Gymnastics,19,Female,1.76,5'9'',KYIV,Ukraine,KYIV,Ukraine,Group All-Around,7,NA
MELIA Giorgi,Georgia,14 Sep 1996,Wrestling,24,Male,NA,NA,,,,,Men's Greco-Roman 97kg,9,NA
MELICHAR Nicole,United States of America,29 Jul 1993,Tennis,28,Female,1.80,5'10'',BRNO,Czech Republic,,,Women's Doubles,17,NA
MELIH Amel,Algeria,6 Oct 1993,Swimming,27,Female,NA,NA,,,,,Women's 50m Freestyle,,NA
MELIH Amel,Algeria,6 Oct 1993,Swimming,27,Female,NA,NA,,,,,Women's 100m Freestyle,,NA
MELIKYAN Armen,Armenia,7 Feb 1996,Wrestling,25,Male,NA,NA,,,,,Men's Greco-Roman 60kg,8,NA
MELLI Nicolo,Italy,26 Jan 1991,Basketball,30,Male,2.05,6'8'',REGGIO EMILIA,Italy,MILAN,Italy,Men,5,NA
MELLOULI Oussama,Tunisia,16 Feb 1984,Marathon Swimming,37,Male,NA,NA,AL MARSA,Tunisia,"LOS ANGELES, CA",United States of America,Men's 10km,20,NA
MELNIKOVA Angelina,ROC,18 Jul 2000,Artistic Gymnastics,21,Female,1.52,4'11'',VORONEZH,Russian Federation,,,Women's All-Around,3,Bronze
MELNIKOVA Angelina,ROC,18 Jul 2000,Artistic Gymnastics,21,Female,1.52,4'11'',VORONEZH,Russian Federation,,,Women's Vault,5,NA
MELNIKOVA Angelina,ROC,18 Jul 2000,Artistic Gymnastics,21,Female,1.52,4'11'',VORONEZH,Russian Federation,,,Women's Uneven Bars,8,NA
MELNIKOVA Angelina,ROC,18 Jul 2000,Artistic Gymnastics,21,Female,1.52,4'11'',VORONEZH,Russian Federation,,,Women's Balance Beam,,NA
MELNIKOVA Angelina,ROC,18 Jul 2000,Artistic Gymnastics,21,Female,1.52,4'11'',VORONEZH,Russian Federation,,,Women's Floor Exercise,3,Bronze
MELNIKOVA Angelina,ROC,18 Jul 2000,Artistic Gymnastics,21,Female,1.52,4'11'',VORONEZH,Russian Federation,,,Women's Team,1,Gold
MELNYK Tetyana,Ukraine,2 Apr 1995,Athletics,26,Female,NA,NA,OLEKSANDRIVKA,Ukraine,KYIV,Ukraine,Women's 400m,,NA
MELNYK Tetyana,Ukraine,2 Apr 1995,Athletics,26,Female,NA,NA,OLEKSANDRIVKA,Ukraine,KYIV,Ukraine,Women's 4 x 400m Relay,,NA
MELO Alexsandro,Brazil,26 Sep 1995,Athletics,25,Male,NA,NA,LONDRINA,Brazil,SAO PAULO,Brazil,Men's Long Jump,,NA
MELO Alexsandro,Brazil,26 Sep 1995,Athletics,25,Male,NA,NA,LONDRINA,Brazil,SAO PAULO,Brazil,Men's Triple Jump,,NA
MELO Luiz Altamir,Brazil,9 May 1996,Swimming,25,Male,NA,NA,,Brazil,RIO DE JANEIRO,Brazil,Men's 4 x 200m Freestyle Relay,8,NA
MELO Marcelo,Brazil,23 Sep 1983,Tennis,37,Male,NA,NA,BELO HORIZONTE,Brazil,,,Men's Doubles,17,NA
MELO Marcelo,Brazil,23 Sep 1983,Tennis,37,Male,NA,NA,BELO HORIZONTE,Brazil,,,Mixed Doubles,9,NA
MELPHY Cody,United States of America,5 Apr 1993,Rugby Sevens,28,Male,1.75,5'8'',,,"CHULA VISTA, CA",United States of America,Men,6,NA
MELVERTON Kiah,Australia,5 Nov 1996,Swimming,24,Female,NA,NA,"SOUTHPORT, QLD",Australia,"GOLD COAST, QLD",Australia,Women's 800m Freestyle,6,NA
MELVERTON Kiah,Australia,5 Nov 1996,Swimming,24,Female,NA,NA,"SOUTHPORT, QLD",Australia,"GOLD COAST, QLD",Australia,Women's 1500m Freestyle,6,NA
MELZACKA Aleksandra,Poland,5 May 1998,Sailing,23,Female,1.66,5'5'',GDYNIA,Poland,GDYNIA,Poland,Women's Skiff - 49er FX,15,NA
MEM Dika,France,31 Aug 1997,Handball,23,Male,1.94,6'4'',PARIS,France,BARCELONA,Spain,Men,1,Gold
MEMNELOUM Demos,Chad,10 Jun 1994,Judo,27,Female,NA,NA,N'DJAMENA,Chad,,,Women -70 kg,17,NA
MENA Miguel,Nicaragua,7 Jul 1997,Swimming,24,Male,NA,NA,MANAGUA,Nicaragua,DORTMUND,Germany,Men's 100m Freestyle,,NA
MENA PEDROZA Raul Hernan,Colombia,22 Jul 1995,Athletics,26,Male,NA,NA,BARRANQUILLA,Colombia,,,Men's 4 x 400m Relay,,NA
MENDEZ Laura,Spain,6 Nov 1988,Athletics,32,Female,NA,NA,ALMUSAFES,Spain,SAGUNTO,Spain,Women's Marathon,DNF,NA
MENDEZ Nicolas,Argentina,2 Nov 1992,Volleyball,28,Male,1.91,6'3'',BUENOS AIRES,Argentina,MONTPELLIER,France,Men,3,Bronze
MENDEZ PEREZ Arley,Chile,31 Dec 1993,Weightlifting,27,Male,1.64,5'4'',SAN CRISTOBAL,Cuba,,,Men's 81kg,,NA
MENDOZA HERNANDEZ Carolina,Mexico,25 Apr 1997,Diving,24,Female,1.61,5'3'',MEXICO CITY,Mexico,MEXICO CITY,Mexico,Women's Synchronised 3m Springboard,4,NA
MENDY Ignacio,Argentina,29 Jun 2000,Rugby Sevens,21,Male,1.85,6'0'',BUENOS AIRES,Argentina,,,Men,3,Bronze
MENDY Louis Francois,Senegal,2 Mar 1999,Athletics,22,Male,NA,NA,,,,,Men's 110m Hurdles,,NA
MENEGATTI Marta,Italy,16 Aug 1990,Beach Volleyball,30,Female,1.80,5'10'',ROVIGO,Italy,ROVIGO,Italy,Women,19,NA
MENESES Joey,Mexico,6 May 1992,Baseball/Softball,29,Male,1.90,6'2'',CULIACAN,Mexico,,,Baseball,6,NA
MENEZES Joao,Brazil,17 Dec 1996,Tennis,24,Male,NA,NA,UBERABA,Brazil,ITAJAI,Brazil,Men's Singles,33,NA
MENEZES OLIVEIRA de SOUZA Ana Cris.,Brazil,7 Apr 2004,Volleyball,17,Female,1.92,6'3'',RIO DE JANEIRO,Brazil,,,Women,2,Silver
